weekdayMin,weekdayRate,ppCode,parkingSystem,ppName,vehCat,satdayMin,satdayRate,sunPHMin,sunPHRate,geometries/0/coordinates,geometries/1/coordinates,startTime,parkCapacity,endTime,remarks,geometries/2/coordinates,geometries/3/coordinates,geometries/4/coordinates,geometries/5/coordinates
570 mins,$0.65,P0081,C,PIONEER SECTOR 1 ,Motorcycle,570 mins,$0.65,0 mins,$0.00,"8119.2882,31767.7818",,08.30 AM,65,05.00 PM,,,,,
30 mins,$0.60,P0082,C,PIONEER SECTOR 2 ,Car,30 mins,$0.60,0 mins,$0.00,"9088.713,31445.4249","8482.9026,32057.2763",08.30 AM,63,05.00 PM,,"9401.3059,30813.6759",,,
30 mins,$1.20,P0082,C,PIONEER SECTOR 2 ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"9088.713,31445.4249","8482.9026,32057.2763",07.00 AM,3,07.00 PM,Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily.,"9401.3059,30813.6759",,,
570 mins,$0.65,P0082,C,PIONEER SECTOR 2 ,Motorcycle,570 mins,$0.65,0 mins,$0.00,"9088.713,31445.4249","8482.9026,32057.2763",08.30 AM,104,05.00 PM,,"9401.3059,30813.6759",,,
30 mins,$0.60,P0083,C,PIONEER SECTOR 3 ,Car,30 mins,$0.60,0 mins,$0.00,"8795.6782,32170.3472",,08.30 AM,18,05.00 PM,,,,,
570 mins,$0.65,P0083,C,PIONEER SECTOR 3 ,Motorcycle,570 mins,$0.65,0 mins,$0.00,"8795.6782,32170.3472",,08.30 AM,15,05.00 PM,,,,,
30 mins,$0.60,P0086,C,PANDAN LOOP ,Car,30 mins,$0.60,30 mins,$0.60,"18985.2908,32785.986",,07.00 AM,58,07.00 PM,Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily.,,,,
30 mins,$0.60,P0093,B,PASIR PANJANG ROAD OFF  STREET,Car,30 mins,$0.60,30 mins,$0.60,"23808.9184,28797.034",,07.00 AM,19,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,P0093,B,PASIR PANJANG ROAD OFF  STREET,Car,30 mins,$0.60,30 mins,$0.60,"23808.9184,28797.034",,10.30 PM,19,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,P0093,B,PASIR PANJANG ROAD OFF  STREET,Car,510 mins,$5.00,510 mins,$5.00,"23808.9184,28797.034",,10.30 PM,19,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,P0093,B,PASIR PANJANG ROAD OFF  STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"23808.9184,28797.034",,07.00 AM,9,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,P0093,B,PASIR PANJANG ROAD OFF  STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"23808.9184,28797.034",,10.30 PM,9,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,P0094,B,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,Car,30 mins,$0.60,30 mins,$0.60,"22689.5821,29040.0781",,07.00 AM,26,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,P0094,B,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,Car,30 mins,$0.60,30 mins,$0.60,"22689.5821,29040.0781",,10.30 PM,26,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,P0094,B,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,Car,510 mins,$5.00,510 mins,$5.00,"22689.5821,29040.0781",,10.30 PM,26,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,P0094,B,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,Motorcycle,930 mins,$0.65,930 mins,$0.65,"22689.5821,29040.0781",,07.00 AM,16,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,P0094,B,PASIR PANJANG ROAD / SOUTH BUONA VISTA ROAD,Motorcycle,510 mins,$0.65,510 mins,$0.65,"22689.5821,29040.0781",,10.30 PM,16,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,P0095,C,PENJURU CLOSE ,Car,30 mins,$0.60,0 mins,$0.00,"16758.7864,32774.8943",,08.30 AM,11,05.00 PM,,,,,
30 mins,$1.20,P0096,B,PENANG ROAD OFF STREET ,Car,30 mins,$1.20,30 mins,$0.70,"28980.1062,31351.7677",,07.00 AM,19,05.00 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5.60.,,,,
30 mins,$0.70,P0096,B,PENANG ROAD OFF STREET ,Car,30 mins,$0.70,30 mins,$0.70,"28980.1062,31351.7677",,05.00 PM,19,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5.60.,,,,
30 mins,$0.70,P0096,B,PENANG ROAD OFF STREET ,Car,30 mins,$0.70,30 mins,$0.70,"28980.1062,31351.7677",,10.30 PM,19,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5.60.,,,,
510 mins,$5.60,P0096,B,PENANG ROAD OFF STREET ,Car,510 mins,$5.60,510 mins,$5.60,"28980.1062,31351.7677",,10.30 PM,19,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5.60.,,,,
30 mins,$0.60,P0099,C,PIONEER SECTOR WALK ,Car,30 mins,$0.60,0 mins,$0.00,"9588.9408,30954.606",,08.30 AM,25,05.00 PM,,,,,
30 mins,$1.20,P0102,C,PANDAN GARDENS ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"18500.9347,33750.8935",,07.00 AM,20,07.00 PM,Reserved for Season Ticket Holders from 7.00 pm to 7.00 am daily.,,,,
30 mins,$0.60,P0106,B,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,Car,30 mins,$0.60,30 mins,$0.60,"20744.5188,30443.9423",,07.00 AM,48,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,P0106,B,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,Car,30 mins,$0.60,30 mins,$0.60,"20744.5188,30443.9423",,10.30 PM,48,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,P0106,B,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,Car,510 mins,$5.00,510 mins,$5.00,"20744.5188,30443.9423",,10.30 PM,48,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,P0106,B,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,Motorcycle,930 mins,$0.65,930 mins,$0.65,"20744.5188,30443.9423",,07.00 AM,3,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,P0106,B,PASIR PANJANG ROAD/ CLEMENTI ROAD OFF ST,Motorcycle,510 mins,$0.65,510 mins,$0.65,"20744.5188,30443.9423",,10.30 PM,3,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,P0109,B,PASIR RIS PARK CAR PARK E OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"40296.1523,40726.9348",,07.00 AM,26,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,P0109,B,PASIR RIS PARK CAR PARK E OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"40296.1523,40726.9348",,10.30 PM,26,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,P0109,B,PASIR RIS PARK CAR PARK E OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"40296.1523,40726.9348",,10.30 PM,26,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,P0109,B,PASIR RIS PARK CAR PARK E OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"40296.1523,40726.9348",,07.00 AM,10,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,P0109,B,PASIR RIS PARK CAR PARK E OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"40296.1523,40726.9348",,10.30 PM,10,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,P0111,B,PAHANG STREET OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"31065.7404,31567.5033",,07.00 AM,32,11.00 AM,,,,,
30 mins,$0.75,P0111,B,PAHANG STREET OFF STREET,Car,30 mins,$0.75,30 mins,$0.75,"31065.7404,31567.5033",,11.00 AM,32,05.00 PM,,,,,
30 mins,$0.60,P0111,B,PAHANG STREET OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"31065.7404,31567.5033",,05.00 PM,32,10.30 PM,,,,,
30 mins,$0.60,P0111,B,PAHANG STREET OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"31065.7404,31567.5033",,10.30 PM,32,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,P0111,B,PAHANG STREET OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"31065.7404,31567.5033",,10.30 PM,32,07.00 AM,,,,,
30 mins,$0.60,P0113,B,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,Car,30 mins,$0.60,30 mins,$0.60,"23454.3672,28648.1075",,07.00 AM,76,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,P0113,B,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,Car,30 mins,$0.60,30 mins,$0.60,"23454.3672,28648.1075",,10.30 PM,76,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,P0113,B,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,Car,510 mins,$5.00,510 mins,$5.00,"23454.3672,28648.1075",,10.30 PM,76,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,P0113,B,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,Motorcycle,930 mins,$0.65,930 mins,$0.65,"23454.3672,28648.1075",,07.00 AM,16,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,P0113,B,PASIR PANJANG FOOD CENTRE (TEMP) OFF ST,Motorcycle,510 mins,$0.65,510 mins,$0.65,"23454.3672,28648.1075",,10.30 PM,16,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,P0116,C,PRINCE PHILIP AVENUE ,Car,30 mins,$0.60,30 mins,$0.60,"26636.2493,30448.4256",,07.00 AM,60,10.30 PM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$0.60,P0116,C,PRINCE PHILIP AVENUE ,Car,30 mins,$0.60,30 mins,$0.60,"26636.2493,30448.4256",,10.30 PM,60,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
510 mins,$5.00,P0116,C,PRINCE PHILIP AVENUE ,Car,510 mins,$5.00,510 mins,$5.00,"26636.2493,30448.4256",,10.30 PM,60,07.00 AM,Parking charge between 10.30pm & 7am is capped at $5.,,,,
30 mins,$1.20,P0117,B,PECK SEAH STREET OFF STREET,Car,30 mins,$1.20,30 mins,$0.60,"29329.7918,28882.0302",,07.00 AM,157,11.00 AM,,,,,
30 mins,$1.50,P0117,B,PECK SEAH STREET OFF STREET,Car,30 mins,$1.20,30 mins,$0.60,"29329.7918,28882.0302",,11.00 AM,157,05.00 PM,,,,,
30 mins,$0.60,P0117,B,PECK SEAH STREET OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"29329.7918,28882.0302",,05.00 PM,157,10.30 PM,,,,,
30 mins,$0.60,P0117,B,PECK SEAH STREET OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"29329.7918,28882.0302",,10.30 PM,157,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,P0117,B,PECK SEAH STREET OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"29329.7918,28882.0302",,10.30 PM,157,07.00 AM,,,,,
930 mins,$0.65,P0117,B,PECK SEAH STREET OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"29329.7918,28882.0302",,07.00 AM,65,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,P0117,B,PECK SEAH STREET OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"29329.7918,28882.0302",,10.30 PM,65,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$1.20,Q0001,C,QUEEN STREET ,Car,30 mins,$1.20,30 mins,$0.60,"30281.4041,31366.661",,08.30 AM,6,05.00 PM,,,,,
30 mins,$0.60,Q0001,C,QUEEN STREET ,Car,30 mins,$0.60,30 mins,$0.60,"30281.4041,31366.661",,05.00 PM,6,10.00 PM,,,,,
30 mins,$2.40,Q0001,C,QUEEN STREET ,Heavy Vehicle,30 mins,$2.40,30 mins,$1.20,"30281.4041,31366.661",,08.30 AM,0,05.00 PM,,,,,
30 mins,$1.20,Q0001,C,QUEEN STREET ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"30281.4041,31366.661",,05.00 PM,0,10.00 PM,,,,,
870 mins,$0.65,Q0001,C,QUEEN STREET ,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30281.4041,31366.661",,08.30 AM,32,10.00 PM,,,,,
30 mins,$0.60,Q0002,C,QUEEN STREET (ARAB STREET / ROCHOR ROAD),Car,30 mins,$0.60,30 mins,$0.60,"30584.2584,31721.2146",,08.30 AM,15,10.00 PM,,,,,
870 mins,$0.65,Q0002,C,QUEEN STREET (ARAB STREET / ROCHOR ROAD),Motorcycle,870 mins,$0.65,870 mins,$0.65,"30584.2584,31721.2146",,08.30 AM,12,10.00 PM,,,,,
30 mins,$0.60,Q0004,C,QUALITY ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"14323.0363,35162.9383",,08.30 AM,30,05.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 8.30 am daily.,,,,
30 mins,$1.40,Q0006,B,QUEEN STREET OFF STREET,Car,30 mins,$1.40,30 mins,$0.75,"30230.7932,31364.3729",,07.00 AM,91,05.00 PM,,,,,
30 mins,$0.75,Q0006,B,QUEEN STREET OFF STREET,Car,30 mins,$0.75,30 mins,$0.75,"30230.7932,31364.3729",,05.00 PM,91,10.30 PM,,,,,
30 mins,$0.60,Q0006,B,QUEEN STREET OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"30230.7932,31364.3729",,10.30 PM,91,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,Q0006,B,QUEEN STREET OFF STREET,Car,510 mins,$5.00,510 mins,$5.00,"30230.7932,31364.3729",,10.30 PM,91,07.00 AM,,,,,
930 mins,$0.65,Q0006,B,QUEEN STREET OFF STREET,Motorcycle,930 mins,$0.65,930 mins,$0.65,"30230.7932,31364.3729",,07.00 AM,19,10.30 PM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
510 mins,$0.65,Q0006,B,QUEEN STREET OFF STREET,Motorcycle,510 mins,$0.65,510 mins,$0.65,"30230.7932,31364.3729",,10.30 PM,19,07.00 AM,Per min charging. Parking charge between 7am & 10.30pm and between 10.30pm & 7am respectively is capped at $0.65.,,,,
30 mins,$0.60,Q0008,B,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),Car,30 mins,$0.60,30 mins,$0.60,"24532.9062,31890.3082",,07.00 AM,66,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,Q0008,B,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),Car,30 mins,$0.60,30 mins,$0.60,"24532.9062,31890.3082",,10.30 PM,66,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,Q0008,B,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),Car,510 mins,$5.00,510 mins,$5.00,"24532.9062,31890.3082",,10.30 PM,66,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
930 mins,$0.65,Q0008,B,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),Motorcycle,930 mins,$0.65,930 mins,$0.65,"24532.9062,31890.3082",,07.00 AM,17,10.30 PM,,,,,
510 mins,$0.65,Q0008,B,QUEENSWAY OFF STREET ( RIDEOUT TEA GARDEN),Motorcycle,510 mins,$0.65,510 mins,$0.65,"24532.9062,31890.3082",,10.30 PM,17,07.00 AM,,,,,
30 mins,$0.60,R0001,C,RACE COURSE LANE ,Car,30 mins,$0.60,30 mins,$0.60,"30175.5352,32459.6447",,08.30 AM,6,10.00 PM,,,,,
30 mins,$1.20,R0001,C,RACE COURSE LANE ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"30175.5352,32459.6447",,08.30 AM,4,10.00 PM,,,,,
30 mins,$0.60,R0002,C,RACE COURSE ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"30603.293,33005.2633",,08.30 AM,63,10.00 PM,,,,,
30 mins,$0.60,R0003,C,RANGOON ROAD ,Car,30 mins,$0.60,30 mins,$0.60,"30207.3675,33200.2999",,08.30 AM,75,10.00 PM,,,,,
30 mins,$1.20,R0006,C,RIVERSIDE ROAD ,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"22117.6736,47277.1625",,07.00 AM,72,10.00 PM,Reserved for Season Ticket Holders from 10.00 pm to 7.00 am daily.,,,,
30 mins,$0.60,R0010,C,RIVER VALLEY ROAD(BET TANK RD/ZION RD),Car,30 mins,$0.60,30 mins,$0.60,"28963.3247,30739.9329",,08.30 AM,3,10.00 PM,,,,,
870 mins,$0.65,R0010,C,RIVER VALLEY ROAD(BET TANK RD/ZION RD),Motorcycle,870 mins,$0.65,870 mins,$0.65,"28963.3247,30739.9329",,08.30 AM,0,10.00 PM,,,,,
30 mins,$0.60,R0011,C,ROBERTS LANE ,Car,30 mins,$0.60,30 mins,$0.60,"30256.8344,32546.1288",,08.30 AM,39,10.00 PM,,,,,
30 mins,$0.60,R0015,C,ROWELL ROAD ,Car,30 mins,$0.60,0 mins,$0.00,"30387.7294,32330.4716",,08.30 AM,89,10.00 PM,,,,,
30 mins,$0.60,R0028,C,RUBY LANE ,Car,30 mins,$0.60,0 mins,$0.00,"31746.4935,34412.3346",,08.30 AM,19,05.00 PM,,,,,
30 mins,$0.60,R0036,C,RACE COURSE ROAD (BET BT TIMAH / RANGOON RD),Car,30 mins,$0.60,30 mins,$0.60,"29994.8347,32351.885",,08.30 AM,33,10.00 PM,,,,,
30 mins,$0.60,R0037,C,RANGOON LANE OFF STREET,Car,30 mins,$0.60,30 mins,$0.60,"30323.4786,33201.9562",,08.30 AM,21,10.00 PM,,,,,
870 mins,$0.65,R0037,C,RANGOON LANE OFF STREET,Motorcycle,870 mins,$0.65,870 mins,$0.65,"30323.4786,33201.9562",,08.30 AM,8,10.00 PM,,,,,
30 mins,$0.60,R0038,B,RACE COURSE ROAD / NORTHUMBERLAND ROAD,Car,30 mins,$0.60,30 mins,$0.60,"30106.9019,32580.1966",,07.00 AM,126,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$0.60,R0038,B,RACE COURSE ROAD / NORTHUMBERLAND ROAD,Car,30 mins,$0.60,30 mins,$0.60,"30106.9019,32580.1966",,10.30 PM,126,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
510 mins,$5.00,R0038,B,RACE COURSE ROAD / NORTHUMBERLAND ROAD,Car,510 mins,$5.00,510 mins,$5.00,"30106.9019,32580.1966",,10.30 PM,126,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $5,,,,
30 mins,$1.20,R0038,B,RACE COURSE ROAD / NORTHUMBERLAND ROAD,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"30106.9019,32580.1966",,07.00 AM,3,10.30 PM,Per min charging. Parking charge between 10.30pm & 7am is capped at $10.,,,,
30 mins,$1.20,R0038,B,RACE COURSE ROAD / NORTHUMBERLAND ROAD,Heavy Vehicle,30 mins,$1.20,30 mins,$1.20,"30106.9019,32580.1966",,10.30 PM,3,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $10.,,,,
510 mins,$10.00,R0038,B,RACE COURSE ROAD / NORTHUMBERLAND ROAD,Heavy Vehicle,510 mins,$10.00,510 mins,$10.00,"30106.9019,32580.1966",,10.30 PM,3,07.00 AM,Per min charging. Parking charge between 10.30pm & 7am is capped at $10.,,,,
930 mins,$0.65,R0038,B,RACE COURSE ROAD / NORTHUMBERLAND ROAD,Motorcycle,930 mins,$0.65,930 mins,$0.65,"30106.9019,32580.1966",,07.00 AM,19,10.30 PM,,,,,
510 mins,$0.65,R0038,B,RACE COURSE ROAD / NORTHUMBERLAND ROAD,Motorcycle,510 mins,$0.65,510 mins,$0.65,"30106.9019,32580.1966",,10.30 PM,19,07.00 AM,,,,,
30 mins,$0.60,R0039,C,RANGOON LANE ,Car,30 mins,$0.60,30 mins,$0.60,"30295.4793,33199.8049",,08.30 AM,3,10.00 PM,,,,,
